BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       22 10066184.00   393 /  582       6380 | -9995551.75    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       23 10063095.57   400 /  597       6680 | -9994434.73    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       24 10059313.90   383 /  598       6980 |   -2106.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       25 10055400.65   456 /  659       7280 |    -581.66    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       26 10050605.60   504 /  704       7580 |    -847.52    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       27 10047607.38   538 /  729       7880 | -9996384.59    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       28 10045303.32   550 /  736       8180 | -9996477.45    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       29 10041156.28   547 /  752       8480 |    -685.92    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       30 10037821.14   550 /  755       8780 |    -607.89    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       31 10035372.19   538 /  758       9080 |    -472.77    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       32 10033028.13   544 /  780       9380 |    -359.25    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       33 10031207.74   583 /  817       9680 | -9997035.96    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       34 10029426.16   541 /  790       9980 |    -415.73    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       35 10026933.12   534 /  795      10280 |    -376.80    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       36 10024643.74   609 /  844      10580 |    -369.25    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       37 10022620.39   607 /  849      10880 |    -260.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       38 10021600.77   665 /  889      11180 | -9996844.41    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       39   26729.55   802 /  977      11480 |   -1338.31    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       40   24985.24   848 / 1022      11780 |    -314.93    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       41   23966.81   905 / 1061      12080 |    -256.07    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       42   23037.42   902 / 1051      12380 |    -297.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       43   21968.76   954 / 1092      12680 |   -1939.47    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       44   20425.57   959 / 1110      12980 |    -598.33    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       45   18848.84  1021 / 1156      13280 |    -193.14    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       46   18085.94  1053 / 1186      13580 |    -202.45    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       47   17303.83  1082 / 1210      13880 |    -263.18    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       48   16386.23  1119 / 1237      14180 |    -140.66    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       49   16038.32  1076 / 1209      14480 |    -681.21    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       50   13984.99  1111 / 1238      14780 |    -280.04    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       51   13287.27  1157 / 1272      15080 |    -127.40    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       52   12836.79  1147 / 1262      15380 |    -257.36    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       53   11978.90  1250 / 1332      15680 |     -95.44    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       54   11690.34  1236 / 1326      15980 |    -367.55    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       55   10545.03  1278 / 1366      16280 |    -245.48    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       56    9843.00  1287 / 1374      16580 |    -109.21    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       57    9509.70  1293 / 1381      16880 |    -159.79    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       58    9372.42  1341 / 1413      17180 |    -111.58    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       59    9122.40  1362 / 1432      17480 |    -242.37    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       60    8577.45  1372 / 1443      17780 |    -215.71    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       61    7621.29  1401 / 1476      18080 |     -74.58    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    7441.69  1410 / 1487      18380 |     -75.65    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    7237.78  1433 / 1503      18680 |    -120.02    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    7068.42  1467 / 1538      18980 |     -79.07    15   298  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    6952.27  1471 / 1534      19278 |    -237.63    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    6352.11  1476 / 1543      19578 |    -120.87    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    6106.54  1470 / 1545      19878 |     -49.64    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    5964.82  1500 / 1564      20178 |     -79.73    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    5844.51  1537 / 1577      20478 |     -33.19    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    5793.33  1529 / 1573      20778 |    -143.88    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    5298.75  1517 / 1563      21078 |    -148.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    5041.02  1514 / 1560      21378 |     -41.42    15   292  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    4964.72  1522 / 1568      21670 |     -58.03    15   294  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    4876.78  1537 / 1586      21964 |     -28.90    15   299  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       75    4829.86  1524 / 1578      22263 |     -95.97    15   284  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       76    4672.45  1523 / 1588      22547 |     -91.73    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       77    4494.00  1575 / 1623      22847 |     -26.69    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       78    4467.06  1586 / 1632      23147 |     -27.79    15   294  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       79    4411.00  1600 / 1653      23441 |     -33.18    15   270  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       80    4378.17  1587 / 1644      23711 |     -14.06    15   268  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       81    4346.58  1552 / 1617      23979 |     -82.89    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       82    4190.43  1563 / 1630      24279 |     -35.73    15   264  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       83    4131.62  1595 / 1660      24543 |     -19.31    15   270  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       84    4110.47  1524 / 1592      24813 |     -19.91    15   256  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       85    4083.20  1522 / 1591      25069 |     -11.14    15   229  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       86    4074.47  1514 / 1581      25298 |     -69.04    15   268  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       87    3978.46  1545 / 1613      25566 |     -30.58    15   253  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       88    3927.15  1528 / 1593      25819 |     -10.91    16   191  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       89    3919.81  1549 / 1612      26010 |     -14.58    15   206  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       90    3916.02  1514 / 1587      26216 |     -12.57    15   184  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       91    3914.96  1495 / 1568      26400 |     -28.78    16   172  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       92    3886.07  1495 / 1568      26572 |     -38.76    15   277  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       93    3833.35  1555 / 1617      26849 |      -6.57    22   110  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       94    3830.70  1536 / 1602      26959 |      -7.86    15   187  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       95    3828.79  1507 / 1581      27146 |     -10.79    18   130  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       96    3828.01  1483 / 1559      27276 |     -27.14    19   164  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       97    3811.13  1475 / 1551      27440 |     -19.49    18   259  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       98    3791.21  1484 / 1563      27699 |      -9.96    20   110  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       99    3779.50  1483 / 1554      27809 |      -7.06    20    93  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      100    3779.36  1425 / 1503      27902 |      -8.80    29    68  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      101    3779.27  1438 / 1513      27970 |     -11.74    29   220  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      102    3763.61  1397 / 1479      28190 |      -3.72    27   161  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      103    3762.27  1397 / 1483      28351 |      -8.10    54    84  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      104    3759.36  1453 / 1528      28435 |      -5.91    44    94  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      105    3757.45  1446 / 1521      28529 |      -5.07    41   136  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      106    3754.84  1412 / 1493      28665 |      -4.13    62   126  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      107    3752.23  1430 / 1501      28791 |      -3.66    53    35  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      108    3752.18  1428 / 1496      28826 |      -2.77    57    60  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      109    3752.12  1415 / 1491      28886 |      -5.00    73    48  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      110    3750.54  1430 / 1500      28934 |      -2.66    76    52  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      111    3749.97  1417 / 1489      28986 |      -6.30    78    44  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      112    3749.85  1400 / 1477      29030 |      -3.63    80    18  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      113    3748.79  1389 / 1469      29048 |      -1.97    80    42  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      114    3748.62  1395 / 1471      29090 |      -5.80    80    16  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      115    3748.62  1390 / 1467      29106 |      -5.26    80     6  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |      116    3748.62  1390 / 1467      29112 |      -1.00    80     4  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      117    3748.49  1392 / 1465      29116 |      -1.61    80     8  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      118    3747.82  1402 / 1476      28921 |      -6.93    80    16  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      119    3747.71  1384 / 1462      28937 |      -1.20    80     4  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      120    3747.71  1384 / 1462      28941 |      -1.11    80     2  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      121    3747.71  1384 / 1462      28943 |      -1.20    80     2  
BCP:     0 /     0     0 |       5705 9999999.00 9999999.00 |      122    3747.71  1384 / 1462      28945 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     1 /     2     1 |       5705    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:     1 /     2     1 |       5705    3747.71    3747.71 |      123    3747.83  1365 / 1472      28945 |      -1.00    80    14  
BCP:     1 /     2     1 |       5705    3747.71    3747.71 |      124    3747.81  1362 / 1468      28959 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     4 /     4     2 |       5705    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:     4 /     4     2 |       5705    3747.71    3747.71 |      125    3747.90  1328 / 1448      28959 |      -0.80    80     6  
BCP:     4 /     4     2 |       5705    3747.71    3747.71 |      126    3747.90  1328 / 1448      28965 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      127    3748.23  1294 / 1424      28965 |      -1.82    80     8  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      128    3748.23  1294 / 1424      28973 |      -1.02    80    12  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      129    3748.23  1294 / 1424      28985 |      -0.96    80     4  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      130    3748.23  1294 / 1424      28989 |      -1.11    80    10  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      131    3748.23  1294 / 1424      28999 |      -1.13    80     2  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      132    3748.09  1328 / 1453      29001 |      -0.49    80     4  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      133    3748.09  1328 / 1453      29005 |      -0.63    80     4  
BCP:     7 /     6     3 |       5705    3747.71    3747.71 |      134    3748.09  1328 / 1453      29009 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    10 /     8     4 |       5705    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    10 /     8     4 |       5705    3747.71    3747.71 |      135    3748.16  1286 / 1420      29009 |      -1.00    80    10  
BCP:    10 /     8     4 |       5705    3747.71    3747.71 |      136    3748.12  1288 / 1422      29019 |      -0.83    80    14  
BCP:    10 /     8     4 |       5535    3747.71    3747.71 |      137    3748.10  1287 / 1421      29033 |      -1.35    80     6  
BCP:    10 /     8     4 |       5535    3747.71    3747.71 |      138    3748.10  1292 / 1426      28867 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    13 /    10     5 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    13 /    10     5 |       5535    3747.71    3747.71 |      139    3748.48  1289 / 1431      28867 |      -1.07    80    11  
BCP:    13 /    10     5 |       5535    3747.71    3747.71 |      140    3748.48  1289 / 1431      28878 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    16 /    12     6 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    16 /    12     6 |       5535    3747.71    3747.71 |      141    3748.68  1248 / 1398      28878 |      -0.07    80     2  
BCP:    16 /    12     6 |       5535    3747.71    3747.71 |      142    3748.68  1248 / 1398      28880 |      -0.07    80     2  
BCP:    16 /    12     6 |       5535    3747.71    3747.71 |      143    3748.68  1248 / 1399      28882 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      144    3748.89  1232 / 1391      28881 |      -0.50    80    14  
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      145    3748.88  1230 / 1389      28895 |      -1.26    80    14  
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      146    3748.88  1231 / 1390      28909 |      -1.03    80     8  
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      147    3748.86  1239 / 1395      28917 |      -0.98    80    11  
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      148    3748.85  1247 / 1402      28928 |      -0.03    80     6  
BCP:    19 /    14     7 |       5535    3747.71    3747.71 |      149    3748.85  1245 / 1400      28934 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    22 /    16     8 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    22 /    16     8 |       5535    3747.71    3747.71 |      150    3748.86  1218 / 1383      28934 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    25 /    18     9 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    25 /    18     9 |       5535    3747.71    3747.71 |      151    3748.90  1220 / 1391      28934 |      -0.36    80     8  
BCP:    25 /    18     9 |       5535    3747.71    3747.71 |      152    3748.86  1213 / 1383      28942 |      -0.15    80     2  
BCP:    25 /    18     9 |       5535    3747.71    3747.71 |      153    3748.86  1215 / 1385      28944 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    28 /    20    10 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    28 /    20    10 |       5535    3747.71    3747.71 |      154    3749.81  1210 / 1384      28942 |      -4.96    80    38  
BCP:    28 /    20    10 |       5535    3747.71    3747.71 |      155    3748.91  1214 / 1387      28980 |      -2.14    80     4  
BCP:    28 /    20    10 |       5535    3747.71    3747.71 |      156    3748.91  1214 / 1387      28984 |      -0.95    80     2  
BCP:    28 /    20    10 |       5535    3747.71    3747.71 |      157    3748.91  1214 / 1387      28986 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      158    3749.05  1206 / 1388      28986 |      -1.20    18   133  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      159    3749.04  1205 / 1388      29119 |      -1.09    80    12  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      160    3749.00  1195 / 1380      29131 |      -0.87    80     6  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      161    3749.00  1195 / 1380      29137 |      -0.87    80     8  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      162    3749.00  1195 / 1380      29145 |      -0.66    80     2  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      163    3748.97  1211 / 1396      29147 |      -0.02    80     2  
BCP:    31 /    22    11 |       5535    3747.71    3747.71 |      164    3748.97  1211 / 1396      29149 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      165    3749.22  1207 / 1396      29143 |      -1.02    80    29  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      166    3749.21  1192 / 1382      29172 |      -0.60    66    40  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      167    3749.21  1195 / 1384      29212 |      -0.73    80     6  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      168    3749.20  1206 / 1393      29218 |      -0.61    80     2  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      169    3749.20  1206 / 1393      29220 |      -0.21    80     2  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      170    3749.20  1206 / 1393      29222 |      -0.01    80     2  
BCP:    34 /    24    12 |       5535    3747.71    3747.71 |      171    3749.20  1206 / 1393      29224 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      172    3749.52  1200 / 1395      29224 |      -1.01    80    20  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      173    3749.50  1193 / 1389      29244 |      -0.54    80    18  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      174    3749.50  1202 / 1398      29262 |      -0.42    80     8  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      175    3749.50  1202 / 1398      29270 |      -0.38    80     2  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      176    3749.50  1202 / 1398      29272 |      -0.42    80     2  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      177    3749.50  1202 / 1398      29274 |      -0.42    80     2  
BCP:    37 /    26    13 |       5535    3747.71    3747.71 |      178    3749.50  1202 / 1398      29276 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    40 /    28    14 |       5535    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    40 /    28    14 |       5535    3747.71    3747.71 |      179    3750.17  1186 / 1385      29274 |      -1.52    36    82  
BCP:    40 /    28    14 |       5535    3747.71    3747.71 |      180    3750.15  1190 / 1388      29356 |      -1.04    43    84  
BCP:    40 /    28    14 |       5535    3747.71    3747.71 |      181    3750.14  1195 / 1394      29440 |      -0.56    80    22  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      182    3750.14  1195 / 1394      29462 |      -0.52    80    10  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      183    3750.13  1181 / 1385      29243 |      -0.56    80     4  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      184    3750.10  1197 / 1400      29247 |      -0.62    80     4  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      185    3750.10  1197 / 1400      29251 |      -0.35    80     6  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      186    3750.10  1197 / 1400      29257 |      -0.63    80     4  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      187    3750.10  1197 / 1400      29261 |      -0.48    80     2  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      188    3750.10  1197 / 1400      29263 |      -0.63    80     2  
BCP:    40 /    28    14 |       5410    3747.71    3747.71 |      189    3750.10  1197 / 1400      29265 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    43 /    30    15 |       5410    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    43 /    30    15 |       5410    3747.71    3747.71 |      190    3750.71  1177 / 1386      29261 |      -1.40    80    20  
BCP:    43 /    30    15 |       5410    3747.71    3747.71 |      191    3750.71  1177 / 1386      29281 |      -0.69    80     2  
BCP:    43 /    30    15 |       5410    3747.71    3747.71 |      192    3750.71  1177 / 1386      29283 |       0.00    80     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    46 /    32    16 |       5410    3747.71    3747.71 |        -          -            -          - |          -     -     - 
BCP:    46 /    32    16 |       5410    3747.71    3747.71 |      193    3751.71  1144 / 1363      29279 |      -4.31    61    43  
BCP:    46 /    32    16 |       5410    3747.71    3747.71 |      194    3751.38  1152 / 1370      29322 |      -0.50    74    38  
BCP:    46 /    32    16 |       5410    3747.71    3747.71 |      195    3751.38  1152 / 1369      29360 |      -0.49    80    10  
BCP:    46 /    32    16 |       5410    3747.71    3747.71 |      196    3751.36  1157 / 1376      29370 |      -0.03    80     6  
