BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    4520.67  1067 / 1114      17521 |     -17.39    22   214  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    4485.99  1073 / 1119      17735 |     -12.46    31   136  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    4479.86  1088 / 1135      17871 |     -14.31    27   100  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    4469.18  1077 / 1128      17971 |     -10.35    19   178  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    4458.30  1061 / 1108      18149 |      -8.74    20   140  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    4456.91  1048 / 1102      18289 |     -10.15    44   202  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    4445.27  1053 / 1100      18491 |      -9.62    44   114  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    4440.11  1043 / 1097      18605 |      -5.00    50    78  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    4437.14  1039 / 1089      18683 |      -4.73    50    70  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    4436.14  1059 / 1110      18753 |      -7.71    50    58  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    4434.01  1046 / 1097      18811 |      -3.97    50    26  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    4433.90  1048 / 1095      18837 |      -2.57    50     6  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    4433.87  1044 / 1091      18843 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       75    4433.99   986 / 1059      18843 |     -30.37    27   108  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       76    4433.99   986 / 1059      18895 |     -30.00    28   140  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       77    4433.99   986 / 1059      19035 |     -14.25    50    59  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       78    4433.99   986 / 1059      19094 |     -20.30    50    14  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       79    4433.99   986 / 1059      19108 |      -3.80    50     8  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       80    4433.96   987 / 1059      19116 |      -0.64    50     4  
BCP:     1 /     2     1 |       6250    4433.87    4433.87 |       81    4433.96   987 / 1059      19120 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     4 /     4     2 |       6250    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:     4 /     4     2 |       6250    4433.87    4433.87 |       82    4434.00   960 / 1045      19120 |      -0.74    50    22  
BCP:     4 /     4     2 |       6250    4433.87    4433.87 |       83    4433.98   970 / 1056      19142 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       84    4435.14   947 / 1038      19142 |      -7.74    50    30  
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       85    4434.70   943 / 1032      19172 |      -2.76    50    14  
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       86    4434.70   943 / 1032      19186 |      -3.22    50     2  
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       87    4434.70   943 / 1032      19188 |      -0.98    50     2  
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       88    4434.70   943 / 1032      19190 |      -0.49    50     4  
BCP:     7 /     6     3 |       6250    4433.87    4433.87 |       89    4434.70   943 / 1032      19194 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    10 /     8     4 |       6250    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    10 /     8     4 |       6250    4433.87    4433.87 |       90    4434.73   902 / 1007      19194 |      -0.72    50    12  
BCP:    10 /     8     4 |       6200    4433.87    4433.87 |       91    4434.73   902 / 1007      19206 |      -0.20    50     2  
BCP:    10 /     8     4 |       6200    4433.87    4433.87 |       92    4434.73   902 / 1007      19208 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    13 /    10     5 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    13 /    10     5 |       6200    4433.87    4433.87 |       93    4434.79   897 / 1007      19206 |      -1.61    50     6  
BCP:    13 /    10     5 |       6200    4433.87    4433.87 |       94    4434.74   901 / 1011      19212 |      -1.19    50    20  
BCP:    13 /    10     5 |       6200    4433.87    4433.87 |       95    4434.74   901 / 1011      19232 |      -0.50    50     2  
BCP:    13 /    10     5 |       6200    4433.87    4433.87 |       96    4434.74   901 / 1011      19234 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    16 /    12     6 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    16 /    12     6 |       6200    4433.87    4433.87 |       97    4435.90   897 / 1012      19234 |      -2.49    50     8  
BCP:    16 /    12     6 |       6200    4433.87    4433.87 |       98    4435.89   898 / 1013      19242 |      -2.31    50     2  
BCP:    16 /    12     6 |       6200    4433.87    4433.87 |       99    4435.59   894 / 1009      19244 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |      100    4438.06   876 /  999      19244 |      -9.30    37    52  
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |      101    4436.61   888 / 1009      19296 |      -2.39    50    38  
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |      102    4436.23   887 / 1008      19334 |      -1.24    50    46  
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |      103    4436.21   882 / 1004      19380 |      -0.39    50     4  
BCP:    19 /    14     7 |       6200    4433.87    4433.87 |      104    4436.21   882 / 1004      19384 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    22 /    16     8 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    22 /    16     8 |       6200    4433.87    4433.87 |      105    4437.17   850 /  977      19384 |      -5.00    50    22  
BCP:    22 /    16     8 |       6200    4433.87    4433.87 |      106    4437.10   855 /  982      19406 |      -5.00    50    14  
BCP:    22 /    16     8 |       6200    4433.87    4433.87 |      107    4436.84   867 /  995      19420 |      -0.36    50     6  
BCP:    22 /    16     8 |       6200    4433.87    4433.87 |      108    4436.84   863 /  991      19426 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |      109    4437.16   840 /  976      19426 |      -6.00    50    20  
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |      110    4437.13   843 /  979      19446 |      -2.93    50    20  
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |      111    4437.12   845 /  981      19466 |      -4.92    50     4  
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |      112    4437.12   845 /  981      19470 |      -4.92    50     4  
BCP:    25 /    18     9 |       6200    4433.87    4433.87 |      113    4436.95   844 /  979      19474 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    28 /    20    10 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    28 /    20    10 |       6200    4433.87    4433.87 |      114    4440.17   838 /  980      19474 |      -2.19    40    56  
BCP:    28 /    20    10 |       6200    4433.87    4433.87 |      115    4440.07   852 /  993      19530 |      -3.51    50    44  
BCP:    28 /    20    10 |       6200    4433.87    4433.87 |      116    4440.06   847 /  990      19574 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      117    4445.37   848 /  992      19574 |      -8.23    25   173  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      118    4444.02   853 /  998      19747 |      -6.68    46    76  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      119    4443.87   842 /  987      19823 |      -3.23    50    22  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      120    4443.35   840 /  985      19845 |      -3.14    50    14  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      121    4443.16   837 /  983      19859 |      -1.88    50    14  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      122    4443.16   842 /  986      19873 |      -0.10    50    28  
BCP:    31 /    22    11 |       6200    4433.87    4433.87 |      123    4443.15   841 /  986      19901 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      124    4443.53   834 /  984      19899 |      -2.77    50    26  
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      125    4443.49   828 /  978      19925 |      -2.31    50    10  
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      126    4443.47   828 /  978      19935 |      -4.12    50     2  
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      127    4443.47   828 /  978      19937 |      -4.12    50     4  
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      128    4443.47   828 /  978      19941 |      -0.30    50     2  
BCP:    34 /    24    12 |       6200    4433.87    4433.87 |      129    4443.47   828 /  978      19943 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      130    4444.33   828 /  983      19943 |      -1.74    39    62  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      131    4444.32   823 /  977      20005 |      -4.24    50    26  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      132    4444.28   825 /  979      20031 |      -1.44    50     6  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      133    4444.28   825 /  979      20037 |      -0.72    50     4  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      134    4444.24   829 /  984      20041 |      -1.30    50     4  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      135    4444.18   826 /  981      20045 |      -0.61    50     2  
BCP:    37 /    26    13 |       6200    4433.87    4433.87 |      136    4444.18   826 /  981      20047 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |      137    4444.77   819 /  978      20047 |      -2.78    50    14  
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |      138    4444.77   819 /  978      20061 |      -0.48    50    10  
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |      139    4444.77   819 /  978      20071 |      -0.55    50     6  
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |      140    4444.77   819 /  978      20077 |      -0.37    50     4  
BCP:    40 /    28    14 |       6200    4433.87    4433.87 |      141    4444.77   819 /  978      20081 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      142    4447.58   828 /  989      20081 |     -10.13    18   212  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      143    4447.54   834 /  994      20293 |      -5.24    50    44  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      144    4447.26   833 /  992      20337 |     -13.56    50    20  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      145    4444.96   806 /  965      20357 |      -3.88    50    20  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      146    4444.96   806 /  964      20377 |      -2.78    50    10  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      147    4444.77   810 /  969      20387 |      -1.23    50     6  
BCP:    43 /    30    15 |       6200    4433.87    4433.87 |      148    4444.77   810 /  969      20393 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |      149    4446.29   802 /  966      20392 |      -1.29    50    26  
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |      150    4446.23   809 /  973      20418 |      -1.21    50     6  
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |      151    4446.23   809 /  973      20424 |      -1.21    50     2  
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |      152    4446.10   801 /  965      20426 |      -0.25    50     4  
BCP:    46 /    32    16 |       6200    4433.87    4433.87 |      153    4446.10   801 /  965      20430 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    49 /    34    17 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    49 /    34    17 |       6200    4433.87    4433.87 |      154    4446.16   805 /  973      20430 |      -0.39    27   116  
BCP:    49 /    34    17 |       6200    4433.87    4433.87 |      155    4446.10   803 /  971      20546 |      -0.03    50    67  
BCP:    49 /    34    17 |       6200    4433.87    4433.87 |      156    4446.10   807 /  975      20613 |      -0.02    50    28  
BCP:    49 /    34    17 |       6200    4433.87    4433.87 |      157    4446.10   808 /  976      20641 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      158    4449.07   808 /  979      20641 |      -8.96    41    94  
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      159    4448.25   782 /  953      20735 |      -5.97    50    42  
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      160    4448.24   787 /  958      20777 |      -3.70    50    16  
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      161    4448.24   787 /  958      20793 |      -1.26    50     8  
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      162    4448.24   787 /  958      20801 |      -2.42    50     6  
BCP:    52 /    36    18 |       6200    4433.87    4433.87 |      163    4448.22   785 /  956      20807 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    55 /    38    19 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    55 /    38    19 |       6200    4433.87    4433.87 |      164    4449.18   786 /  960      20807 |      -9.46    50    30  
BCP:    55 /    38    19 |       6200    4433.87    4433.87 |      165    4448.34   784 /  957      20837 |      -2.67    50     6  
BCP:    55 /    38    19 |       6200    4433.87    4433.87 |      166    4448.34   784 /  957      20843 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      167    4458.16   781 /  957      20843 |      -6.13    26    80  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      168    4456.58   768 /  944      20923 |     -17.04    29    60  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      169    4455.58   751 /  928      20983 |      -3.57    50    31  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      170    4455.40   752 /  928      21014 |      -3.56    50    28  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      171    4455.40   752 /  928      21042 |      -3.58    50    10  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      172    4455.40   752 /  928      21052 |      -3.53    50     6  
BCP:    58 /    40    20 |       6200    4433.87    4433.87 |      173    4455.32   764 /  940      21058 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |      174    4455.79   760 /  940      21056 |      -2.21    34    52  
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |      175    4455.66   760 /  940      21108 |      -1.66    50    14  
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |      176    4455.40   763 /  943      21122 |      -2.31    50    12  
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |      177    4455.40   763 /  943      21134 |      -1.30    50     6  
BCP:    61 /    42    21 |       6200    4433.87    4433.87 |      178    4455.40   763 /  943      21140 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    64 /    44    22 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    64 /    44    22 |       6200    4433.87    4433.87 |      179    4455.40   759 /  942      21140 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      180    4486.37   750 /  937      21140 |      -3.52    20    80  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      181    4485.98   747 /  934      21220 |      -7.50    38    74  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      182    4485.41   733 /  920      21294 |      -4.62    19    70  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      183    4485.41   741 /  928      21364 |      -3.84    50    38  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      184    4485.36   744 /  931      21402 |      -4.13    50     8  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      185    4485.36   744 /  931      21410 |      -2.07    50     2  
BCP:    67 /    46    23 |       6200    4433.87    4433.87 |      186    4485.36   744 /  931      21412 |       0.00    50     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    70 /    48    24 |       6200    4433.87    4433.87 |        -          -            -          - |          -     -     - 
BCP:    70 /    48    24 |       6200    4433.87    4433.87 |      187    4488.33   754 /  944      21404 |      -4.13    17   129  
