BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       17 10010949.37   226 /  316       4860 | -4998460.28    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       18 10009896.98   212 /  312       5160 |    -361.38    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       19 10009165.68   229 /  324       5460 | -9999304.26    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       20 10008605.64   223 /  320       5760 |    -366.65    15   299  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       21 10007999.54   225 /  326       6059 |   -1459.00    15   293  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       22 10006891.42   300 /  379       6352 |    -252.87    15   297  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       23 10006227.62   308 /  388       6649 | -9999894.00    15   292  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       24    7624.51   292 /  372       6941 |    -186.05    15   296  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       25    6986.30   337 /  404       7237 |    -412.34    15   284  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       26    6156.59   349 /  418       7521 |    -120.56    15   286  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       27    5930.80   378 /  435       7807 |    -929.26    15   274  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       28    5732.36   382 /  450       8081 |    -112.15    15   277  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       29    5518.05   401 /  469       8358 |    -379.82    15   263  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       30    4941.31   427 /  480       8621 |     -71.24    15   233  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       31    4851.24   456 /  501       8854 |    -606.17    15   264  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       32    4233.87   401 /  455       9118 |     -73.86    16   230  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       33    4144.17   427 /  481       9348 |    -111.51    15   220  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       34    3866.87   407 /  469       9568 |     -42.48    15   191  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       35    3828.40   423 /  480       9759 |    -400.75    15   272  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       36    3335.47   426 /  486      10031 |     -48.12    17   271  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       37    3242.62   442 /  499      10302 |     -95.14    18   218  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       38    3075.90   422 /  479      10520 |     -89.52    15   179  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       39    3032.77   438 /  485      10699 |    -133.64    15   228  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       40    2843.95   430 /  482      10927 |     -55.42    15   156  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       41    2815.62   447 /  501      11083 |     -35.69    22   198  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       42    2777.59   459 /  517      11281 |     -55.00    24   123  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       43    2755.77   464 /  518      11404 |     -81.73    17   154  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       44    2656.30   455 /  515      11558 |     -94.83    18   145  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       45    2610.92   468 /  516      11703 |     -22.18    29   132  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       46    2602.45   457 /  509      11835 |     -50.90    24    89  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       47    2566.31   445 /  503      11924 |     -64.08    30   140  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       48    2507.33   441 /  499      12064 |     -16.40    26    46  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       49    2506.54   452 /  509      12110 |     -10.38    30    87  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       50    2501.88   439 /  501      12197 |     -20.22    19    71  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       51    2500.61   426 /  492      12268 |     -66.65    36   155  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       52    2413.17   424 /  486      12423 |     -21.55    32    64  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       53    2410.93   406 /  476      12487 |     -29.23    33    58  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       54    2401.37   426 /  489      12545 |     -36.92    44    94  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       55    2373.35   416 /  482      12639 |     -15.00    55    59  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       56    2366.32   426 /  491      12698 |      -5.86    41    38  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       57    2365.88   430 /  492      12736 |     -19.25    48    59  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       58    2359.14   435 /  494      12795 |     -29.53    60    82  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       59    2342.30   421 /  482      12877 |     -10.49    55    57  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       60    2338.12   414 /  479      12934 |     -10.70    60    33  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       61    2336.39   415 /  479      12967 |     -26.11    60    52  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    2326.10   392 /  464      13019 |     -21.79    60    38  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    2320.27   405 /  481      13057 |     -15.43    60    49  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    2319.73   412 /  481      13106 |      -3.01    60    34  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    2319.47   408 /  479      13140 |     -10.72    60    32  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    2317.46   419 /  481      13172 |     -13.82    60    40  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    2314.67   421 /  487      13212 |     -10.00    60    32  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    2312.26   410 /  481      13244 |     -17.66    60    37  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    2309.48   406 /  477      13281 |     -15.45    60    30  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    2300.13   409 /  477      13311 |      -9.29    60    30  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    2297.75   400 /  473      13341 |     -12.03    60    20  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    2297.45   399 /  475      13361 |     -10.88    60    24  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    2297.45   399 /  475      13385 |      -3.03    60     8  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    2297.45   399 /  475      13393 |      -4.54    60    10  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       75    2297.42   411 /  484      13403 |      -9.43    60    20  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       76    2295.81   409 /  484      13423 |      -0.93    60    10  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       77    2295.73   410 /  485      13433 |      -0.25    60     6  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       78    2295.71   399 /  477      13341 |      -0.46    60    14  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       79    2295.65   396 /  474      13355 |     -16.75    60    12  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       80    2289.25   395 /  471      13367 |      -3.20    60    10  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       81    2289.11   392 /  463      13377 |      -6.25    60     8  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       82    2289.11   392 /  463      13385 |      -0.08    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       83    2289.10   385 /  456      13387 |      -6.88    60     6  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       84    2288.63   392 /  463      13393 |      -1.56    60     4  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       85    2288.63   392 /  463      13397 |      -1.56    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       86    2288.63   392 /  463      13399 |      -1.56    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       87    2288.37   390 /  461      13401 |      -0.70    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       88    2288.23   365 /  438      13403 |      -0.42    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       89    2288.23   365 /  438      13405 |      -0.42    60     2  
BCP:     0 /     0     0 |       3025 9999999.00 9999999.00 |       90    2288.23   365 /  438      13407 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     1 /     2     1 |       3025    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:     1 /     2     1 |       3025    2288.23    2288.23 |       91    2288.23   355 /  436      13407 |      -0.09    60    10  
BCP:     1 /     2     1 |       3025    2288.23    2288.23 |       92    2288.23   352 /  435      13417 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     4 /     4     2 |       3025    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:     4 /     4     2 |       3025    2288.23    2288.23 |       93    2288.36   355 /  436      13417 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     7 /     6     3 |       3025    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:     7 /     6     3 |       3025    2288.23    2288.23 |       94    2288.36   341 /  434      13417 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |       95    2292.74   347 /  438      13417 |      -6.81    60    28  
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |       96    2292.60   351 /  441      13445 |      -2.92    60    26  
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |       97    2292.40   347 /  437      13471 |      -6.50    60    10  
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |       98    2292.13   344 /  435      13481 |      -2.95    60     6  
BCP:    10 /     8     4 |       3025    2288.23    2288.23 |       99    2292.12   344 /  435      13487 |      -0.08    60     2  
BCP:    10 /     8     4 |       2965    2288.23    2288.23 |      100    2292.11   340 /  431      13489 |      -0.10    60     2  
BCP:    10 /     8     4 |       2965    2288.23    2288.23 |      101    2292.11   340 /  431      13443 |      -0.17    60     4  
BCP:    10 /     8     4 |       2965    2288.23    2288.23 |      102    2292.11   340 /  431      13447 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |      103    2295.29   325 /  427      13447 |     -13.45    60    22  
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |      104    2295.14   323 /  425      13469 |      -2.22    60     8  
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |      105    2295.14   323 /  425      13477 |      -3.89    60     4  
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |      106    2295.14   323 /  425      13481 |      -1.67    60     2  
BCP:    13 /    10     5 |       2965    2288.23    2288.23 |      107    2295.03   324 /  426      13483 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    16 /    12     6 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    16 /    12     6 |       2965    2288.23    2288.23 |      108    2295.10   325 /  431      13481 |      -1.25    60    10  
BCP:    16 /    12     6 |       2965    2288.23    2288.23 |      109    2295.03   321 /  427      13491 |      -0.83    60     2  
BCP:    16 /    12     6 |       2965    2288.23    2288.23 |      110    2295.03   321 /  427      13493 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    19 /    14     7 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    19 /    14     7 |       2965    2288.23    2288.23 |      111    2295.12   322 /  428      13493 |      -0.51    60    28  
BCP:    19 /    14     7 |       2965    2288.23    2288.23 |      112    2295.09   325 /  431      13521 |      -0.31    60    24  
BCP:    19 /    14     7 |       2965    2288.23    2288.23 |      113    2295.03   321 /  426      13545 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    22 /    16     8 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    22 /    16     8 |       2965    2288.23    2288.23 |      114    2295.03   311 /  421      13545 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      115    2295.22   312 /  422      13545 |      -0.23    60    26  
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      116    2295.21   310 /  423      13571 |      -0.43    60    24  
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      117    2295.20   308 /  421      13595 |      -0.16    60    23  
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      118    2295.20   308 /  421      13618 |      -0.13    60    14  
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      119    2295.19   309 /  421      13632 |      -0.53    60     4  
BCP:    25 /    18     9 |       2965    2288.23    2288.23 |      120    2295.19   309 /  421      13636 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      121    2295.24   304 /  420      13636 |      -0.63    60     8  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      122    2295.24   304 /  420      13644 |      -0.62    60     2  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      123    2295.24   304 /  420      13646 |      -0.62    60     2  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      124    2295.24   304 /  420      13648 |      -0.63    60     6  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      125    2295.19   301 /  416      13654 |      -0.53    60     6  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      126    2295.19   301 /  416      13660 |      -0.13    60     2  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      127    2295.19   301 /  416      13662 |      -0.53    60     2  
BCP:    28 /    20    10 |       2965    2288.23    2288.23 |      128    2295.19   301 /  416      13664 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      129    2300.03   284 /  404      13664 |      -5.00    60    20  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      130    2300.02   286 /  406      13684 |      -5.00    60    12  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      131    2300.02   286 /  406      13696 |      -8.75    60    10  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      132    2299.19   288 /  408      13706 |      -1.25    60     4  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      133    2299.19   288 /  408      13710 |      -0.59    60     6  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      134    2299.19   288 /  408      13716 |      -0.59    60     6  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      135    2299.19   290 /  410      13722 |      -5.00    60     4  
BCP:    31 /    22    11 |       2965    2288.23    2288.23 |      136    2299.19   290 /  410      13726 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |      137    2301.60   285 /  409      13720 |      -7.50    60    10  
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |      138    2301.04   278 /  402      13730 |      -1.04    60    10  
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |      139    2301.04   278 /  402      13740 |      -1.04    60     4  
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |      140    2301.04   278 /  402      13744 |      -1.04    60     6  
BCP:    34 /    24    12 |       2965    2288.23    2288.23 |      141    2301.04   278 /  402      13750 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      142    2301.97   271 /  394      13744 |      -4.77    60    18  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      143    2301.51   277 /  402      13762 |      -1.11    60    10  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      144    2301.50   272 /  397      13772 |      -1.29    60     4  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      145    2301.50   272 /  397      13776 |      -1.26    60     2  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      146    2301.50   272 /  397      13778 |      -1.26    60     4  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      147    2301.50   272 /  397      13782 |      -0.03    60     4  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      148    2301.50   272 /  397      13786 |      -1.26    60     2  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      149    2301.50   272 /  397      13788 |      -1.26    60     2  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      150    2301.42   276 /  403      13790 |      -0.57    60     2  
BCP:    37 /    26    13 |       2965    2288.23    2288.23 |      151    2301.42   276 /  403      13792 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      152    2304.96   267 /  398      13792 |      -6.51    60    66  
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      153    2304.52   264 /  395      13858 |      -2.37    60    51  
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      154    2304.43   263 /  394      13909 |      -4.17    60    24  
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      155    2304.39   262 /  393      13933 |      -2.64    60    16  
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      156    2304.37   265 /  394      13949 |      -1.47    60    20  
BCP:    40 /    28    14 |       2965    2288.23    2288.23 |      157    2304.29   268 /  398      13969 |      -0.40    60    10  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      158    2304.29   268 /  398      13979 |      -0.40    60     2  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      159    2304.29   268 /  398      13711 |      -3.22    60     2  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      160    2304.29   268 /  398      13713 |      -1.80    60     2  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      161    2304.23   267 /  398      13715 |      -0.05    60     6  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      162    2304.23   267 /  398      13721 |      -0.05    60     8  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      163    2304.23   267 /  398      13729 |      -0.01    60     4  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      164    2304.23   264 /  395      13733 |      -0.00    60    10  
BCP:    40 /    28    14 |       2830    2288.23    2288.23 |      165    2304.23   266 /  396      13743 |       0.00    60     0  
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |        -          -            -          - |          -     -     - 
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      166    2304.79   260 /  391      13735 |      -0.15    60    27  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      167    2304.77   254 /  385      13762 |      -0.15    60    10  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      168    2304.73   259 /  390      13772 |      -0.20    60    22  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      169    2304.73   259 /  391      13794 |      -0.01    60    20  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      170    2304.73   259 /  391      13814 |      -0.01    60    22  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      171    2304.73   258 /  390      13836 |      -0.03    60     8  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      172    2304.73   254 /  386      13844 |      -0.22    60     2  
BCP:    43 /    30    15 |       2830    2288.23    2288.23 |      173    2304.73   254 /  386      13846 |       0.00    60     0  
